country,country_import_rank,trade_value_usd_thousand,priority_tier,company_name,rank_in_country,product_keyword,segment,website,phone,email,contact_person,address,source_url,source_type,notes
Qatar,28,28550.30,Tier 2,Al Tayeb International Trading / Al Tayeb International General Trading LLC,1,"fresh garlic; garlic; fresh/chilled alliums",fresh-garlic importer/food wholesaler/paid-customs FCL target,,+974 44514417 / +974 44176670,,,"P.O. Box 9763, Doha, Qatar",https://www.volza.com/p/fresh-garlic/buyers/buyers-in-qatar/,public trade database + business directory,"Volza's Qatar fresh-garlic buyer page identifies Al Tayeb as Qatar's leading fresh-garlic importer, with the opened public page showing 87 shipments and 81% share for Nov. 2023-Oct. 2024 and newer public preview snippets showing 180 fresh-garlic shipments and 60% share. Volza/Trademo generic garlic previews also rank Al Tayeb first with 331 garlic shipments. Trademo company pages list P.O. Box 9763, Doha and office no. 44514417, while public business directories list +974 4417 6670. No official website/email was verified, so use paid customs to confirm HS 070320 ownership and contactable procurement before outreach."
South Africa,29,28404.28,Tier 2,M & R Fresh Fruit & Veg Marketing Pty Ltd (M & R Marketing / Nutripick),1,fresh garlic; HS 070320 garlic; fresh vegetables; pre-packs and pre-cuts,wholesaler/exporter/distributor/fresh-produce packer,https://www.mandrmarketing.co.za/,+27 21 531 7497 / +27 21 386 2441,info@mandrmarketing.co.za; info@nutripick.com,,"Cnr 1A Benbow Circle & Gunners Circle, Epping Fresh Produce Market, Cape Town, South Africa",https://www.mandrmarketing.co.za/,official website + public trade database,"Official M & R Marketing pages validate a fresh-produce wholesaler, exporter and distributor based at Epping Fresh Produce Market, one of the top players in fruit and vegetable distribution, with 3,600 cubic meters of modern cold rooms and Nutripick pre-pack/pre-cut packing facilities. Trademo identifies M & R Fresh Fruit & Veg Marketing as a very large South Africa exporter with 149,900 export shipments, Namibia as the top export market and visible HS 070320 garlic entries to Erongo Food Products; Volza supplier pages rank M R Fresh first among South Africa garlic suppliers and garlic/fresh-vegetable suppliers. Use as South Africa's strongest FCL-scale fresh-garlic route, while paid customs should confirm whether it imports, buys domestically or re-exports regional garlic."
Belgium,30,26924.93,Tier 2,KX Food n.v.,1,fresh garlic; fresh ginger; pomelo,importer/distributor,https://www.kxfood.be/,+32 (0) 3 326 87 54,info@kxfood.be,,"Klein Veerle 103, 2960 Brecht, Belgium",https://www.kxfood.be/,official website,"Official KX Food pages validate a Belgium family-owned business importing fresh ginger, garlic and pomelo from Asia into Europe since 2014, with selected Asian suppliers, 3,000+ hectares of China farmland support, all-year supply, quick delivery from Netherlands warehouses in Breda/Poeldijk and direct Brecht phone/email/address. This is Belgium's strongest official fresh whole-garlic import route; paid customs should still confirm HS 070320 container ownership and customer segments before quoting."
Romania,31,26730.47,Tier 2,Select Fruits,1,fresh garlic; China garlic; Egypt garlic; Romania garlic; Spain garlic,importer/distributor/wholesaler,https://selectfruits.ro/ro/products/usturoi/,0040 (742) 566 712,office@selectfruits.ro,,"VGP Park Bucuresti - Cladirea C1, Stefanestii de Jos 077175, Ilfov, Romania",https://selectfruits.ro/ro/products/usturoi/,official website,"Official Select Fruits garlic page lists fresh garlic with China, Egypt, Romania and Spain as sources and publishes direct phone, email and VGP Park Bucuresti address. The site positions Select Fruits for retail and HORECA supply. Use as Romania's best contact-ready official fresh whole-garlic outreach route, while paid customs reconciles shipment ownership against SC Star, Agro Bac, Agrofin and other HSN 0703 allium targets."
Viet Nam,32,25588.77,Tier 2,DODO Global Joint Stock Company / DODO Food,1,"fresh garlic; Chinese garlic; frozen peeled garlic; garlic import and wholesale",importer/exporter/wholesaler/distributor,https://dodofood.vn/,+84 931 829 221,dodofoods.vn@gmail.com; tinado.vn89@gmail.com; dodoglobalfoods@gmail.com,Do Thi Tinh / Tina Do,"Thu Duc agriculture wholesale market, Thu Duc, Ho Chi Minh City, Viet Nam; registered address: Ap Sa To, Xa Khanh Binh, An Giang, Viet Nam",https://dodofood.vn/toi-xo,official website,"Official DODO garlic pages identify DODO Global JSC / DODO Food as a Vietnam agricultural trading company specializing in onion and garlic import-export, wholesale and distribution. The Chinese garlic page lists DODO garlic in 4.5-6+ cm sizes, 10 kg and 20 kg bags and a 29-ton container reference; the fresh-garlic page lists year-round supply, fresh garlic formats, 26-27 tons per 40'RH in cartons and 28-30 tons per 40'RH in mesh bags. The company section says DODO imports garlic from China, India and Thailand, distributes nationally to supermarkets, wholesale markets, agents, processors and retailers, and publishes CEO/director Do Thi Tinh / Tina Do plus phone and emails. This is now Viet Nam's strongest contact-ready official-source garlic route; Hoa Phat and Da Lien Thong retain stronger public customs/buyer evidence and should be reconciled with paid customs before FCL quoting."
Ireland,33,25303.95,Tier 2,NRG's Indian Imports Ltd,1,"garlic; garlic paste; dehydrated/onion/garlic; Indian and ethnic groceries",importer/distributor/wholesaler/retailer supplier,https://indianimports.ie/,+353 85 2000046,info@indianimports.ie; enquiry@indianimports.ie,,"Unit 6, Finglas Business Centre, Jamestown Road, Finglas, D11 RD90, Dublin, Ireland",https://indianimports.ie/,official website + public trade database,"Official NRG Indian Imports pages validate a safe importing and distribution business for Indian and ethnic groceries, 15+ years of experience, Ireland/Netherlands/India offices, Europe-wide distributor and retailer network, 37+ categories, retailer/exporter/wholesaler/importer/consolidation services, bulk direct-from-India container purchasing, Ireland warehouse over 10,000 sq ft with frozen, chilled and ambient storage, and public Ireland phone/email/address. NRG Group pages add 11-country sourcing, 300+ containers of import/export activity, 2,000+ products, 29 brands, 127 FMCG manufacturers and EU compliance. Public Trademo Ireland garlic buyer page ranks NRGS Indian Imports first with 50 garlic shipments; Trademo garlic-paste page ranks it first with 60 shipments; Volza public previews rank it first for Ireland garlic paste with 24 shipments and first for dehydrated/onion/garlic with 115 shipments. Strongest current Ireland FCL-style garlic lead; use paid customs to separate fresh whole garlic from garlic paste/dehydrated/processed garlic before quoting containers."
United Arab Emirates,34,21602.55,Tier 2,LuLu Hyper Market LLC / LuLu Retail UAE,1,"fresh garlic public shipment evidence; peeled garlic; frozen peeled garlic; garlic paste; garlic powder; garlic pickle",hypermarket retailer/importer/wholesale and global sourcing operator,https://www.luluretail.com/,+971 2 4182000 / +971 600540048,,,"Y Tower, Al Nahyan - E25, Abu Dhabi, United Arab Emirates; P.O. Box 60188, Al Qusais, Dubai, United Arab Emirates",https://gcc.luluhypermarket.com/en-ae/lulu-fresh-and-best-garlic-peeled-200-g/p/893370,official website + public trade database,"Official LuLu Retail and LuLu Hypermarket pages validate a UAE-based GCC retail champion with 250+ stores, 650,000+ daily shoppers, 85 global sourcing operations, wholesale businesses, corporate UAE phone/address, Dubai regional office, and multiple UAE garlic SKUs including peeled garlic 200 g, Barakat sanitized peeled garlic 250 g, frozen peeled garlic 100 g, fresh garlic paste 300 g, garlic powder 200 g and garlic pickle 300 g. Official contact pages expose phone and address data but public email text is obfuscated in the rendered/search view, so email is left blank. Public Trademo global fresh-garlic buyer page lists LuLu Hyper Market LLC in the UAE with 983 fresh-garlic shipments, and Volza public UAE garlic-fresh analytics list LuLu-linked UAE entities as dominant buyers including Lulu Hypermart LLC with 823 shipments, Lulu Hyper Market with 110 shipments and Lulu Hypermarket LLC with 107 shipments. Strongest current UAE FCL-style garlic lead; use paid customs to reconcile exact legal entity and procurement desk before quoting containers."
Kuwait,35,20375.90,Tier 2,Fresh Island General Trading Company W.L.L.,1,"fresh garlic; fresh vegetables; imported fruits and vegetables",importer/distributor/wholesaler/foodservice supplier,https://freshislandcompany.com/,+965 22421170 ext 107,sales@freshislandcompany.com; admin@freshislandcompany.com,,"Office 9, 17th Floor, Al Adala Tower, Building-15, Near Majid Round About, Mirgab, Kuwait",https://freshislandcompany.com/fruits-vegetables/,official website,"Official Fresh Island fruits and vegetables page says the company imports fruits and vegetables including garlic, ginger, onion, carrot, potato and other produce from all continents by air, sea and land. The page identifies supply-division customers as wholesalers, supermarkets, hypermarkets, hotels and restaurants across Kuwait. The official about page describes Fresh Island as a leading wholesale food-services company in Kuwait since 2012 with 80+ team members and supply to catering companies, restaurants, medium grocery stores and wholesale hypermarkets. The official contact page publishes sales/admin extensions, sales/admin emails and the Mirgab office address. This is now Kuwait's strongest contact-ready official-source fresh-garlic FCL route; Fresh Choice remains the strongest public paid-customs/FCL ownership target, while TIINAA, Arena Foods, B2B Foodstuff, Al Zahem, Lulu, Go Fresh and Suma remain official-site outreach or channel-validation routes."
Argentina,36,19873.84,Tier 2,Mendoza Exports S.A.,1,"fresh garlic; HS 070320 garlic; organic garlic; Argentina garlic",shipment-backed exporter/supplier/FCL ownership target,,,,,"Florida 890 Piso 12 Dpto S-T-M, Buenos Aires C1005, Argentina",https://www.trademo.com/companies/mendoza-exports-s-a/3507644,public trade database + freight database,"Trademo company profile shows Mendoza Exports S.A. with 10 import shipments and 5,851 export shipments from Jan 2022 to Sept 2025, USD 75.26M supplier trade value, HS 070320 garlic at USD 59.83M / 82.57% of visible export value and top buyers including Christopher Ranch and The Garlic Company. ImportInfo separately shows 769 bills of lading on file through Apr. 7, 2026, including 107 in the past year, while Coreties lists garlic as the top export commodity and 710 garlic TEU. No official website, phone or email was verified, so treat as Argentina's top paid-customs fresh whole-garlic FCL ownership target rather than first-pass outreach."
Ecuador,37,18588.11,Tier 2,ProjectLab,1,"fresh white garlic; Chinese fresh garlic; HS 070320 garlic; 10 kg and 20 kg bulk garlic",fresh-food importer/distributor/cold-chain storage supplier,https://www.projectlab.ec/,02 283 5351,comercial@projectlab.com,,"Francisco de Orellana y Hernando de Magallanes, Puente 3, Conocoto, Quito, Ecuador; Km 6.5 via Duran Yaguachi, junto a la Feria de Ganaderos, Duran, Ecuador",https://www.projectlab.ec/importaciones/,official website + public trade database,"Official ProjectLab import page validates China-origin fresh garlic supplied to all Ecuador provinces, year-round supplier continuity, imported fresh white garlic in bulk 10 kg and 20 kg double-mesh presentations, calibre 5.0-5.5, long ambient shelf life and low sprouting; official contact pages list Quito and Duran sales/cooling locations, phone 02 283 5351 and comercial@projectlab.com. Public Trademo ProjectLab profile shows 690 import shipments, USD 20.95M buyer trade value, China/Chile/Peru sourcing, sample HS 070320 29,000 kg AJO FRESCO shipments into Guayaquil from Jinxiang Hopelong Shuifa Agriculture on Feb. 15, 2025, and HS 070320 representing 99.86% of visible trade value. Trademo Ecuador HS 070320 buyer page ranks ProjectLab first with 689 shipments, ahead of Ecune, Agromadivisa, Transmariner and Bapinex. Promote ProjectLab as Ecuador's strongest fresh whole-garlic FCL route; use paid customs to confirm current procurement contacts, annual volume and supplier terms before quoting."
